manufacturercode,manufacturername,classoftradecode,classoftrade,sectorcode,sectorname,mediacode,medianame,categorycode,categoryname,segmentcode,segmentname,facevaluerangecode,facevaluerangedescription,facevalueperunitrangecode,facevalueperunitrangedescription,totalredemptionvalue,recordcount,percent,yyyyqqretailereow
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,9999,Unknown,4,Fragrances & Gift Sets,1,Food,3,.76 - 1.00,1,<.40,18.00,12,0.00000051,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,4,Dough Products,1,Food,3,.76 - 1.00,1,<.40,2.00,1,0.00000004,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,202,FSI,2,Coffee & Tea,1,Food,2,.40 - .75,1,<.40,2.25,3,0.00000013,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,202,FSI,4,Fruit,1,Food,3,.76 - 1.00,1,<.40,105544.00,60889,0.00256874,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,510,Handout Electronic Checkout,2,Baking Mixes/Ingredients/Supplies,1,Food,4,1.00 +,4,1.00 +,6.25,5,0.00000021,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,510,Handout Electronic Checkout,10,Household Maintenance Products,1,Food,4,1.00 +,3,.76 - 1.00,1.60,1,0.00000004,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,2,Cosmetics,1,Food,4,1.00 +,4,1.00 +,27.50,5,0.00000021,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,4,Prescription Medications & Devices,1,Food,3,.76 - 1.00,1,<.40,6414.00,6345,0.00026768,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,13,Meal & Side Dish Mixes & Kits,1,Food,4,1.00 +,4,1.00 +,235.23,36,0.00000152,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,13,Yogurt,1,Food,2,.40 - .75,1,<.40,13903.00,27347,0.00115369,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,3,Coffee Creamers & Hot Chocolate Mix,1,Food,3,.76 - 1.00,3,.76 - 1.00,21.00,19,0.00000080,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,4,Dough Products,1,Food,3,.76 - 1.00,3,.76 - 1.00,133424.23,25572,0.00107881,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,4,Fruit,1,Food,2,.40 - .75,2,.40 - .75,16221.09,5852,0.00024688,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,4,Juice,1,Food,2,.40 - .75,1,<.40,88.63,174,0.00000734,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,5,Candy & Gum,1,Food,1,<.40,1,<.40,0.30,1,0.00000004,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,10,Ready to Eat Fruits & Salads,1,Food,4,1.00 +,3,.76 - 1.00,248.00,154,0.00000650,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,10,Shaving Supplies,1,Food,3,.76 - 1.00,2,.40 - .75,31340.00,8442,0.00035614,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,98,UNKNOWN,1,Food,2,.40 - .75,2,.40 - .75,340.97,459,0.00001936,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,202,FSI,7,Foil/Plastic Wrap & Bags/Plastic Containers,1,Food,2,.40 - .75,1,<.40,2703.00,3258,0.00013745,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,202,FSI,11,Sour Cream & Whipped Cream - Canned,1,Food,2,.40 - .75,1,<.40,15810.00,15987,0.00067445,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,202,FSI,13,Meal & Side Dish Mixes & Kits,1,Food,3,.76 - 1.00,1,<.40,6243.00,3885,0.00016390,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,202,FSI,98,Cross-Category,1,Food,3,.76 - 1.00,3,.76 - 1.00,60.00,60,0.00000253,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,510,Handout Electronic Checkout,4,Juice,1,Food,4,1.00 +,1,<.40,28660.50,18306,0.00077228,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,510,Handout Electronic Checkout,9,"Crackers, Cookies & Snack Bars",1,Food,3,.76 - 1.00,2,.40 - .75,3.00,3,0.00000013,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,1299,Military,98,Cross-Category,1,Food,2,.40 - .75,1,<.40,45.00,30,0.00000127,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,1360,Print At Home,3,Deodorant,1,Food,2,.40 - .75,2,.40 - .75,4749.75,5703,0.00024059,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,1360,Print At Home,21,Toys,1,Food,1,<.40,1,<.40,310.50,1212,0.00005113,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,2,Automotive,1,Food,4,1.00 +,4,1.00 +,1178.61,333,0.00001405,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,2,Coffee & Tea,1,Food,3,.76 - 1.00,2,.40 - .75,99.00,78,0.00000329,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,11,Skin Creams & Lotions/Facial Cleansers,1,Food,4,1.00 +,4,1.00 +,3076.14,729,0.00003075,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,4,Prescription Medications & Devices,1,Food,3,.76 - 1.00,2,.40 - .75,283497.00,88780,0.00374538,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,7,Chips/Pretzels/Popcorn,1,Food,3,.76 - 1.00,2,.40 - .75,768.00,202,0.00000852,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,510,Handout Electronic Checkout,2,First Aid,1,Food,4,1.00 +,2,.40 - .75,9.00,6,0.00000025,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1360,Print At Home,98,Cross-Category,1,Food,3,.76 - 1.00,2,.40 - .75,22820.00,21950,0.00092601,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,2,Coffee & Tea,1,Food,4,1.00 +,4,1.00 +,3405.64,866,0.00003653,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,3,Bread & Baked Goods - Shelf Stable,1,Food,4,1.00 +,3,.76 - 1.00,826.00,327,0.00001380,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,7,Ice Cream & Frozen Yogurt,1,Food,2,.40 - .75,2,.40 - .75,76.50,62,0.00000262,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,8,Condiments/Dips/Gravies/Sauces,1,Food,2,.40 - .75,2,.40 - .75,1.50,2,0.00000008,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,9,Household Cleaners & Supplies,1,Food,2,.40 - .75,1,<.40,1632.25,777,0.00003278,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,202,FSI,3,Books & Magazines,1,Food,2,.40 - .75,2,.40 - .75,2.00,4,0.00000017,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,202,FSI,9,Household Cleaners & Supplies,1,Food,3,.76 - 1.00,2,.40 - .75,3287.00,2158,0.00009104,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,202,FSI,10,Shaving Supplies,1,Food,2,.40 - .75,1,<.40,284.00,499,0.00002105,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,510,Handout Electronic Checkout,4,"Charcoal, Logs & Accessories",1,Food,4,1.00 +,2,.40 - .75,27777.00,16003,0.00067512,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1299,Military,4,Juice,1,Food,3,.76 - 1.00,2,.40 - .75,22.00,9,0.00000038,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,4,Fragrances & Gift Sets,1,Food,3,.76 - 1.00,1,<.40,1268.00,1225,0.00005168,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,9,"Crackers, Cookies & Snack Bars",1,Food,3,.76 - 1.00,3,.76 - 1.00,5.00,5,0.00000021,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,98,UNKNOWN,1,Food,4,1.00 +,3,.76 - 1.00,8.00,1,0.00000004,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,2,Cosmetics,1,Food,4,1.00 +,2,.40 - .75,2.00,1,0.00000004,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,3,Bread & Baked Goods - Shelf Stable,1,Food,4,1.00 +,4,1.00 +,6.60,1,0.00000004,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,2,.40 - .75,1,<.40,5.46,10,0.00000042,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,3,Medical Test Kits & Devices,1,Food,2,.40 - .75,2,.40 - .75,12.00,21,0.00000089,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,11,Sour Cream & Whipped Cream - Canned,1,Food,2,.40 - .75,2,.40 - .75,7.25,9,0.00000038,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,13,Meal & Side Dish Mixes & Kits,1,Food,3,.76 - 1.00,2,.40 - .75,1222.00,385,0.00001624,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,510,Handout Electronic Checkout,4,Fruit,1,Food,2,.40 - .75,2,.40 - .75,1.50,2,0.00000008,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,510,Handout Electronic Checkout,4,Juice,1,Food,4,1.00 +,2,.40 - .75,69.00,43,0.00000181,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,2,Automotive,1,Food,2,.40 - .75,2,.40 - .75,5939.00,1739,0.00007336,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,3,Coffee Creamers & Hot Chocolate Mix,1,Food,1,<.40,1,<.40,3408.50,1283,0.00005413,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,4,Fragrances & Gift Sets,1,Food,4,1.00 +,2,.40 - .75,343.33,55,0.00000232,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,11,Skin Creams & Lotions/Facial Cleansers,1,Food,2,.40 - .75,2,.40 - .75,0.50,1,0.00000004,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,98,Cross-Category,1,Food,2,.40 - .75,2,.40 - .75,540.00,240,0.00001012,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,2,First Aid,1,Food,3,.76 - 1.00,2,.40 - .75,50.00,50,0.00000211,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,5,Candy & Gum,1,Food,2,.40 - .75,1,<.40,0.75,1,0.00000004,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,7,Foil/Plastic Wrap & Bags/Plastic Containers,1,Food,3,.76 - 1.00,3,.76 - 1.00,23.00,23,0.00000097,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,7,Yogurt - Shakes & Drinks,1,Food,3,.76 - 1.00,2,.40 - .75,7.00,6,0.00000025,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,11,Heat & Eat - Canned or Packaged,1,Food,3,.76 - 1.00,3,.76 - 1.00,5.00,5,0.00000021,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,11,Sour Cream & Whipped Cream - Canned,1,Food,3,.76 - 1.00,3,.76 - 1.00,5.00,5,0.00000021,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,2,Coffee & Tea,1,Food,3,.76 - 1.00,1,<.40,13.00,8,0.00000034,201602
705,GENERAL MILLS INC.,4,CONVENIENCE STORE,2,Dry Grocery,202,FSI,13,Yogurt,1,Food,3,.76 - 1.00,1,<.40,1.00,1,0.00000004,201602
705,GENERAL MILLS INC.,4,CONVENIENCE STORE,2,Dry Grocery,9999,Unknown,4,Prescription Medications & Devices,1,Food,3,.76 - 1.00,2,.40 - .75,22.00,9,0.00000038,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,202,FSI,4,Juice,1,Food,3,.76 - 1.00,1,<.40,59.00,46,0.00000194,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,1360,Print At Home,9,"Crackers, Cookies & Snack Bars",1,Food,2,.40 - .75,2,.40 - .75,2.70,4,0.00000017,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,202,FSI,2,Breakfast Foods,1,Food,2,.40 - .75,2,.40 - .75,4.15,8,0.00000034,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,202,FSI,4,Juice,1,Food,3,.76 - 1.00,3,.76 - 1.00,74507.00,43497,0.00183502,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,510,Handout Electronic Checkout,23,Vegetables - Canned & Dried,1,Food,2,.40 - .75,2,.40 - .75,250.50,495,0.00002088,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1299,Military,10,Shaving Supplies,1,Food,3,.76 - 1.00,2,.40 - .75,3.00,3,0.00000013,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,4,Fragrances & Gift Sets,1,Food,2,.40 - .75,2,.40 - .75,76905.30,124381,0.00524729,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,7,Ice Cream & Frozen Yogurt,1,Food,3,.76 - 1.00,3,.76 - 1.00,68.00,64,0.00000270,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,2,First Aid,1,Food,3,.76 - 1.00,1,<.40,279.00,187,0.00000789,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,3,Deodorant,1,Food,2,.40 - .75,2,.40 - .75,81.00,82,0.00000346,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,4,Juice,1,Food,4,1.00 +,4,1.00 +,91326.92,17420,0.00073490,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,4,Prescription Medications & Devices,1,Food,1,<.40,1,<.40,35.08,83,0.00000350,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,5,Clothing & Undergarments,1,Food,4,1.00 +,4,1.00 +,1556.49,175,0.00000738,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,7,Chips/Pretzels/Popcorn,1,Food,1,<.40,1,<.40,0.29,1,0.00000004,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,9,Sanitary Protection & Feminine Hygiene,1,Food,4,1.00 +,3,.76 - 1.00,2.00,1,0.00000004,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,10,Fruit - Dried & Canned,1,Food,3,.76 - 1.00,2,.40 - .75,31340.00,8442,0.00035614,201602
705,GENERAL MILLS INC.,9,DEPARTMENT STORE,2,Dry Grocery,9999,Unknown,4,Juice,1,Food,3,.76 - 1.00,2,.40 - .75,1.00,1,0.00000004,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,510,Handout Electronic Checkout,4,Fruit,1,Food,4,1.00 +,4,1.00 +,180.00,120,0.00000506,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,1360,Print At Home,9,Meat/Poultry/Seafood,1,Food,3,.76 - 1.00,1,<.40,3.00,3,0.00000013,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,1360,Print At Home,9,Vegetables,1,Food,3,.76 - 1.00,1,<.40,3.00,3,0.00000013,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,2,Breakfast Foods,1,Food,3,.76 - 1.00,1,<.40,3.00,3,0.00000013,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,9,"Crackers, Cookies & Snack Bars",1,Food,2,.40 - .75,2,.40 - .75,933.00,1146,0.00004835,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,9,Household Cleaners & Supplies,1,Food,3,.76 - 1.00,2,.40 - .75,18978.00,8172,0.00034475,201602
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,10,Shaving Supplies,1,Food,2,.40 - .75,1,<.40,192.75,180,0.00000759,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,4,Fragrances & Gift Sets,1,Food,2,.40 - .75,1,<.40,1.00,2,0.00000008,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,9,Household Cleaners & Supplies,1,Food,3,.76 - 1.00,3,.76 - 1.00,45.00,29,0.00000122,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,510,Handout Electronic Checkout,2,First Aid,1,Food,4,1.00 +,4,1.00 +,93.75,73,0.00000308,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,510,Handout Electronic Checkout,4,"Charcoal, Logs & Accessories",1,Food,4,1.00 +,3,.76 - 1.00,19.00,8,0.00000034,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1299,Military,2,Breakfast Foods,1,Food,2,.40 - .75,2,.40 - .75,6.00,1,0.00000004,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1299,Military,9,Household Cleaners & Supplies,1,Food,2,.40 - .75,1,<.40,0.50,1,0.00000004,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1360,Print At Home,7,"Hand Cleanser, Bath Soap & Body Wash",1,Food,2,.40 - .75,2,.40 - .75,711.85,1265,0.00005337,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1360,Print At Home,98,UNKNOWN,1,Food,1,<.40,1,<.40,2042.70,6497,0.00027409,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,2,Cosmetics,1,Food,4,1.00 +,3,.76 - 1.00,2322.00,627,0.00002645,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,4,1.00 +,3,.76 - 1.00,4927.68,1515,0.00006391,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,11,Kitchen Items & Appliances,1,Food,2,.40 - .75,2,.40 - .75,272.21,49,0.00000207,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,13,Light Bulbs & Batteries,1,Food,4,1.00 +,2,.40 - .75,805.36,230,0.00000970,201602
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,13,Meal & Side Dish Mixes & Kits,1,Food,4,1.00 +,3,.76 - 1.00,3562.00,1060,0.00004472,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,202,FSI,9,Household Cleaners & Supplies,1,Food,2,.40 - .75,2,.40 - .75,19.25,29,0.00000122,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1299,Military,4,Juice,1,Food,2,.40 - .75,2,.40 - .75,5.75,5,0.00000021,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1299,Military,98,UNKNOWN,1,Food,2,.40 - .75,1,<.40,1.00,2,0.00000008,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,2,First Aid,1,Food,3,.76 - 1.00,2,.40 - .75,14.00,8,0.00000034,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,3,Deodorant,1,Food,2,.40 - .75,1,<.40,4.50,5,0.00000021,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,7,Yogurt - Shakes & Drinks,1,Food,3,.76 - 1.00,2,.40 - .75,191.00,178,0.00000751,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,8,Oral Hygiene,1,Food,4,1.00 +,4,1.00 +,2.00,1,0.00000004,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,11,Heat & Eat - Canned or Packaged,1,Food,3,.76 - 1.00,3,.76 - 1.00,34.99,23,0.00000097,201602
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,98,UNKNOWN,1,Food,4,1.00 +,4,1.00 +,169.01,32,0.00000135,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,2,Cosmetics,1,Food,2,.40 - .75,2,.40 - .75,6.35,7,0.00000030,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,2,First Aid,1,Food,2,.40 - .75,2,.40 - .75,284.25,485,0.00002046,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,3,.76 - 1.00,1311.00,1292,0.00005451,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,7,Yogurt - Shakes & Drinks,1,Food,2,.40 - .75,2,.40 - .75,283.75,541,0.00002282,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,10,Fruit - Dried & Canned,1,Food,2,.40 - .75,1,<.40,1618.70,3201,0.00013504,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,13,Light Bulbs & Batteries,1,Food,3,.76 - 1.00,2,.40 - .75,2988.00,2924,0.00012336,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,2,Coffee & Tea,1,Food,2,.40 - .75,1,<.40,2.50,3,0.00000013,201602
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,7,Heat & Eat Prepared Foods,1,Food,3,.76 - 1.00,3,.76 - 1.00,14.00,8,0.00000034,201602
705,GENERAL MILLS INC.,4,CONVENIENCE STORE,2,Dry Grocery,9999,Unknown,7,Chips/Pretzels/Popcorn,1,Food,2,.40 - .75,2,.40 - .75,80.50,51,0.00000215,201602
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,202,FSI,4,Fragrances & Gift Sets,1,Food,3,.76 - 1.00,3,.76 - 1.00,58.00,10,0.00000042,201602
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,202,FSI,7,"Hand Cleanser, Bath Soap & Body Wash",1,Food,2,.40 - .75,1,<.40,9.00,5,0.00000021,201602
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,1360,Print At Home,4,"Charcoal, Logs & Accessories",1,Food,3,.76 - 1.00,2,.40 - .75,1.00,1,0.00000004,201602
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,9999,Unknown,4,Fragrances & Gift Sets,1,Food,4,1.00 +,4,1.00 +,16.00,2,0.00000008,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,202,FSI,4,Dough Products,1,Food,3,.76 - 1.00,3,.76 - 1.00,145.00,31,0.00000131,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,202,FSI,98,UNKNOWN,1,Food,2,.40 - .75,2,.40 - .75,2.25,2,0.00000008,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,1360,Print At Home,4,Fruit,1,Food,3,.76 - 1.00,3,.76 - 1.00,5.00,5,0.00000021,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,1360,Print At Home,7,Ice Cream & Frozen Yogurt,1,Food,2,.40 - .75,1,<.40,20.90,36,0.00000152,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,2,.40 - .75,26.00,21,0.00000089,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,4,Dough Products,1,Food,4,1.00 +,4,1.00 +,25.45,7,0.00000030,201602
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,11,Heat & Eat - Canned or Packaged,1,Food,2,.40 - .75,2,.40 - .75,3.50,2,0.00000008,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,202,FSI,4,Fruit,1,Food,4,1.00 +,4,1.00 +,1538.00,248,0.00001046,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,510,Handout Electronic Checkout,4,Prescription Medications & Devices,1,Food,4,1.00 +,1,<.40,12676.50,8343,0.00035197,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1299,Military,2,Breakfast Foods,1,Food,3,.76 - 1.00,2,.40 - .75,1.00,1,0.00000004,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,4,Prescription Medications & Devices,1,Food,4,1.00 +,4,1.00 +,1026.62,166,0.00000700,201602
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,7,Chips/Pretzels/Popcorn,1,Food,4,1.00 +,4,1.00 +,74.00,25,0.00000105,201602
