manufacturercode,manufacturername,classoftradecode,classoftrade,sectorcode,sectorname,mediacode,medianame,categorycode,categoryname,segmentcode,segmentname,facevaluerangecode,facevaluerangedescription,facevalueperunitrangecode,facevalueperunitrangedescription,totalredemptionvalue,recordcount,percent,yyyyqqretailereow
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,10,Fruit - Dried & Canned,1,Food,2,.40 - .75,2,.40 - .75,12.00,11,0.00000058,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,13,Meal & Side Dish Mixes & Kits,1,Food,2,.40 - .75,1,<.40,78.75,54,0.00000285,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,98,Cross-Category,1,Food,1,<.40,1,<.40,25.20,42,0.00000222,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,2,Baking Mixes/Ingredients/Supplies,1,Food,2,.40 - .75,1,<.40,6.75,7,0.00000037,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,1,<.40,9.00,9,0.00000048,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,9,"Crackers, Cookies & Snack Bars",1,Food,4,1.00 +,4,1.00 +,147.87,42,0.00000222,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,23,Vegetables - Canned & Dried,1,Food,2,.40 - .75,2,.40 - .75,10.50,9,0.00000048,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1299,Military,9,"Crackers, Cookies & Snack Bars",1,Food,3,.76 - 1.00,2,.40 - .75,15.00,9,0.00000048,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,9,"Crackers, Cookies & Snack Bars",1,Food,2,.40 - .75,1,<.40,1346.25,548,0.00002897,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,11,Heat & Eat - Canned or Packaged,1,Food,2,.40 - .75,2,.40 - .75,289.00,148,0.00000782,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1299,Military,2,Baking Mixes/Ingredients/Supplies,1,Food,1,<.40,1,<.40,6.90,5,0.00000026,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1360,Print At Home,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,3,.76 - 1.00,7622.00,7082,0.00037434,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,3,Bread & Baked Goods - Shelf Stable,1,Food,3,.76 - 1.00,2,.40 - .75,60.00,38,0.00000201,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,2,.40 - .75,1,<.40,7.13,10,0.00000053,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,11,Heat & Eat - Canned or Packaged,1,Food,1,<.40,1,<.40,3376.25,1056,0.00005582,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,202,FSI,3,Bread & Baked Goods - Shelf Stable,1,Food,2,.40 - .75,2,.40 - .75,1.00,2,0.00000011,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,202,FSI,98,Cross-Category,1,Food,3,.76 - 1.00,1,<.40,40.00,30,0.00000159,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,7,Chips/Pretzels/Popcorn,1,Food,2,.40 - .75,2,.40 - .75,23.50,15,0.00000079,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,11,Heat & Eat - Canned or Packaged,1,Food,3,.76 - 1.00,3,.76 - 1.00,17.00,3,0.00000016,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1299,Military,11,Heat & Eat - Canned or Packaged,1,Food,1,<.40,1,<.40,0.25,1,0.00000005,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,4,Breakfast Foods - Shelf Stable,1,Food,1,<.40,1,<.40,0.38,1,0.00000005,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,510,Handout Electronic Checkout,4,Fragrances & Gift Sets,1,Food,2,.40 - .75,2,.40 - .75,84.00,112,0.00000592,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1299,Military,4,"Charcoal, Logs & Accessories",1,Food,3,.76 - 1.00,2,.40 - .75,18.00,7,0.00000037,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,3,Desserts & Whipped Cream Tub,1,Food,2,.40 - .75,2,.40 - .75,1437.00,1751,0.00009255,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,10,Fruit - Dried & Canned,1,Food,4,1.00 +,4,1.00 +,30.00,10,0.00000053,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,7,Ice Cream & Frozen Yogurt,1,Food,2,.40 - .75,2,.40 - .75,168.00,59,0.00000312,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,11,Kitchen Items & Appliances,1,Food,1,<.40,1,<.40,1.00,1,0.00000005,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,3,Books & Magazines,1,Food,2,.40 - .75,2,.40 - .75,100.00,106,0.00000560,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,10,Shaving Supplies,1,Food,2,.40 - .75,1,<.40,2506.00,2239,0.00011835,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,510,Handout Electronic Checkout,4,"Charcoal, Logs & Accessories",1,Food,4,1.00 +,2,.40 - .75,47.50,31,0.00000164,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,510,Handout Electronic Checkout,13,Yogurt,1,Food,3,.76 - 1.00,1,<.40,8.00,8,0.00000042,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,2,Baking Mixes/Ingredients/Supplies,1,Food,2,.40 - .75,2,.40 - .75,23005.00,5519,0.00029173,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,4,Juice,1,Food,3,.76 - 1.00,2,.40 - .75,163303.00,8288,0.00043809,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,8,Greeting Cards/Pre-Paid Gift Cards,1,Food,1,<.40,1,<.40,2.40,6,0.00000032,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,98,UNKNOWN,1,Food,3,.76 - 1.00,1,<.40,4928.00,657,0.00003473,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,4,Fragrances & Gift Sets,1,Food,3,.76 - 1.00,1,<.40,1.00,1,0.00000005,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,9,"Crackers, Cookies & Snack Bars",1,Food,3,.76 - 1.00,3,.76 - 1.00,77.00,75,0.00000396,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,2,Cosmetics,1,Food,4,1.00 +,2,.40 - .75,4.10,3,0.00000016,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,2,.40 - .75,1,<.40,5.54,11,0.00000058,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,13,Meal & Side Dish Mixes & Kits,1,Food,4,1.00 +,2,.40 - .75,2.50,2,0.00000011,201601
705,GENERAL MILLS INC.,4,CONVENIENCE STORE,2,Dry Grocery,202,FSI,4,Fragrances & Gift Sets,1,Food,2,.40 - .75,2,.40 - .75,2.25,4,0.00000021,201601
705,GENERAL MILLS INC.,4,CONVENIENCE STORE,2,Dry Grocery,9999,Unknown,3,Deodorant,1,Food,3,.76 - 1.00,3,.76 - 1.00,123.00,28,0.00000148,201601
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,9999,Unknown,11,Sour Cream & Whipped Cream - Canned,1,Food,2,.40 - .75,1,<.40,0.50,1,0.00000005,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,202,FSI,4,"Charcoal, Logs & Accessories",1,Food,3,.76 - 1.00,1,<.40,188.00,148,0.00000782,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,1360,Print At Home,23,Vegetables - Canned & Dried,1,Food,2,.40 - .75,2,.40 - .75,1.00,2,0.00000011,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,9,"Crackers, Cookies & Snack Bars",1,Food,3,.76 - 1.00,2,.40 - .75,10.00,6,0.00000032,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,98,UNKNOWN,1,Food,4,1.00 +,2,.40 - .75,6.00,1,0.00000005,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,202,FSI,3,Desserts,1,Food,2,.40 - .75,2,.40 - .75,69.50,78,0.00000412,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,202,FSI,4,"Charcoal, Logs & Accessories",1,Food,3,.76 - 1.00,3,.76 - 1.00,75791.00,40568,0.00214436,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,202,FSI,9,Meat/Poultry/Seafood,1,Food,3,.76 - 1.00,2,.40 - .75,28.00,26,0.00000137,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,202,FSI,9,Vegetables,1,Food,3,.76 - 1.00,2,.40 - .75,28.00,26,0.00000137,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,510,Handout Electronic Checkout,11,Kitchen Items & Appliances,1,Food,4,1.00 +,2,.40 - .75,1097.50,866,0.00004578,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,10,Household Maintenance Products,1,Food,2,.40 - .75,1,<.40,18123.40,35753,0.00188984,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,13,Light Bulbs & Batteries,1,Food,4,1.00 +,4,1.00 +,412.13,124,0.00000655,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,4,Fragrances & Gift Sets,1,Food,3,.76 - 1.00,2,.40 - .75,175658.19,62227,0.00328922,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,4,Juice,1,Food,4,1.00 +,3,.76 - 1.00,146.59,59,0.00000312,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,5,Grooming Accessories & Cosmetic Applicators,1,Food,4,1.00 +,4,1.00 +,892.94,102,0.00000539,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,202,FSI,2,First Aid,1,Food,2,.40 - .75,1,<.40,2.25,3,0.00000016,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,202,FSI,7,Yogurt - Shakes & Drinks,1,Food,2,.40 - .75,1,<.40,570.00,855,0.00004519,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,202,FSI,11,Heat & Eat - Canned or Packaged,1,Food,4,1.00 +,4,1.00 +,1662.00,633,0.00003346,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,202,FSI,13,Light Bulbs & Batteries,1,Food,3,.76 - 1.00,1,<.40,1347.00,768,0.00004060,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,510,Handout Electronic Checkout,11,Skin Creams & Lotions/Facial Cleansers,1,Food,3,.76 - 1.00,2,.40 - .75,627.00,624,0.00003298,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,1360,Print At Home,2,Cheese,1,Food,2,.40 - .75,1,<.40,13.50,12,0.00000063,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,23,Vegetables - Canned & Dried,1,Food,2,.40 - .75,2,.40 - .75,10.50,9,0.00000048,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,1,Air Fresheners & Candles,1,Food,4,1.00 +,4,1.00 +,114.00,19,0.00000100,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,9,Sanitary Protection & Feminine Hygiene,1,Food,3,.76 - 1.00,2,.40 - .75,16.00,16,0.00000085,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,10,Household Maintenance Products,1,Food,2,.40 - .75,2,.40 - .75,12.00,11,0.00000058,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,11,Skin Creams & Lotions/Facial Cleansers,1,Food,4,1.00 +,1,<.40,1.50,1,0.00000005,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1299,Military,9,Meat/Poultry/Seafood,1,Food,3,.76 - 1.00,2,.40 - .75,15.00,9,0.00000048,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1360,Print At Home,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,1,<.40,1.00,1,0.00000005,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1360,Print At Home,11,Heat & Eat - Canned or Packaged,1,Food,2,.40 - .75,1,<.40,7.50,8,0.00000042,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,4,Prescription Medications & Devices,1,Food,4,1.00 +,4,1.00 +,139832.56,21854,0.00115517,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,7,Chips/Pretzels/Popcorn,1,Food,4,1.00 +,4,1.00 +,514.62,68,0.00000359,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,7,"Hand Cleanser, Bath Soap & Body Wash",1,Food,3,.76 - 1.00,2,.40 - .75,3280.00,1873,0.00009900,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,9,Vegetables,1,Food,3,.76 - 1.00,3,.76 - 1.00,5907.00,2725,0.00014404,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,9,"Crackers, Cookies & Snack Bars",1,Food,4,1.00 +,4,1.00 +,277.38,57,0.00000301,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,7,Chips/Pretzels/Popcorn,1,Food,3,.76 - 1.00,2,.40 - .75,455.00,159,0.00000840,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,2,Baking Mixes/Ingredients/Supplies,1,Food,2,.40 - .75,2,.40 - .75,9.70,16,0.00000085,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,3,.76 - 1.00,3.00,2,0.00000011,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,510,Handout Electronic Checkout,11,Heat & Eat - Canned or Packaged,1,Food,4,1.00 +,2,.40 - .75,1097.50,866,0.00004578,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,23,Vegetables - Canned & Dried,1,Food,4,1.00 +,3,.76 - 1.00,2.00,1,0.00000005,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,202,FSI,9,"Crackers, Cookies & Snack Bars",1,Food,2,.40 - .75,1,<.40,76.50,93,0.00000492,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,4,Breakfast Foods - Shelf Stable,1,Food,2,.40 - .75,2,.40 - .75,23470.45,19398,0.00102535,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,98,Cross-Category,1,Food,3,.76 - 1.00,3,.76 - 1.00,1313.00,586,0.00003097,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,2,Baking Mixes/Ingredients/Supplies,1,Food,3,.76 - 1.00,2,.40 - .75,36.00,27,0.00000143,201601
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,9999,Unknown,11,Heat & Eat - Canned or Packaged,1,Food,2,.40 - .75,2,.40 - .75,0.50,1,0.00000005,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,13,Meal & Side Dish Mixes & Kits,1,Food,3,.76 - 1.00,1,<.40,2.80,3,0.00000016,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,510,Handout Electronic Checkout,9,"Crackers, Cookies & Snack Bars",1,Food,2,.40 - .75,2,.40 - .75,6.00,12,0.00000063,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,8,Condiments/Dips/Gravies/Sauces,1,Food,4,1.00 +,4,1.00 +,41.51,4,0.00000021,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,11,Heat & Eat - Canned or Packaged,1,Food,4,1.00 +,4,1.00 +,16.25,12,0.00000063,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,11,Heat & Eat - Canned or Packaged,1,Food,4,1.00 +,4,1.00 +,442.00,185,0.00000978,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,11,Heat & Eat - Canned or Packaged,1,Food,1,<.40,1,<.40,2.32,6,0.00000032,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,2,.40 - .75,558.00,327,0.00001728,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,16,Pasta,1,Food,2,.40 - .75,1,<.40,1.00,2,0.00000011,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,98,Cross-Category,1,Food,2,.40 - .75,2,.40 - .75,2.50,5,0.00000026,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,13,Meal & Side Dish Mixes & Kits,1,Food,3,.76 - 1.00,2,.40 - .75,5.00,1,0.00000005,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,98,Cross-Category,1,Food,1,<.40,1,<.40,3.15,4,0.00000021,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,10,Fruit - Dried & Canned,1,Food,3,.76 - 1.00,3,.76 - 1.00,15.00,1,0.00000005,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,98,Cross-Category,1,Food,1,<.40,1,<.40,157.99,231,0.00001221,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,4,1.00 +,3,.76 - 1.00,23.25,9,0.00000048,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,2,Baking Mixes/Ingredients/Supplies,1,Food,1,<.40,1,<.40,11233.80,4656,0.00024611,201601
705,GENERAL MILLS INC.,4,CONVENIENCE STORE,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,3,.76 - 1.00,38.00,3,0.00000016,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1299,Military,2,Baking Mixes/Ingredients/Supplies,1,Food,1,<.40,1,<.40,0.85,3,0.00000016,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1360,Print At Home,3,Bread & Baked Goods - Shelf Stable,1,Food,2,.40 - .75,1,<.40,0.40,1,0.00000005,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,510,Handout Electronic Checkout,4,Breakfast Foods - Shelf Stable,1,Food,4,1.00 +,2,.40 - .75,47.50,31,0.00000164,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,5,Candy & Gum,1,Food,2,.40 - .75,2,.40 - .75,153.00,162,0.00000856,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,13,Meal & Side Dish Mixes & Kits,1,Food,3,.76 - 1.00,2,.40 - .75,48.00,42,0.00000222,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,2,Baking Mixes/Ingredients/Supplies,1,Food,3,.76 - 1.00,2,.40 - .75,1.00,1,0.00000005,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1360,Print At Home,10,Fruit - Dried & Canned,1,Food,2,.40 - .75,1,<.40,9137.80,17314,0.00091519,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,510,Handout Electronic Checkout,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,2,.40 - .75,41.00,41,0.00000217,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,98,Cross-Category,1,Food,2,.40 - .75,2,.40 - .75,14.75,15,0.00000079,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,9,"Crackers, Cookies & Snack Bars",1,Food,3,.76 - 1.00,2,.40 - .75,47914.00,4079,0.00021561,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,21,"Spices, Seasonings & Extracts",1,Food,1,<.40,1,<.40,6752.40,2239,0.00011835,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1299,Military,9,"Crackers, Cookies & Snack Bars",1,Food,3,.76 - 1.00,2,.40 - .75,6.00,5,0.00000026,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1299,Military,21,"Spices, Seasonings & Extracts",1,Food,1,<.40,1,<.40,1.50,5,0.00000026,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,202,FSI,10,Fruit - Dried & Canned,1,Food,3,.76 - 1.00,1,<.40,432.00,342,0.00001808,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1360,Print At Home,2,Baking Mixes/Ingredients/Supplies,1,Food,3,.76 - 1.00,2,.40 - .75,23029.00,22148,0.00117071,201601
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,202,FSI,10,Fruit - Dried & Canned,1,Food,2,.40 - .75,1,<.40,94.50,50,0.00000264,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,202,FSI,9,"Crackers, Cookies & Snack Bars",1,Food,2,.40 - .75,1,<.40,29.00,41,0.00000217,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1299,Military,1,Baby Food,1,Food,3,.76 - 1.00,2,.40 - .75,12.00,4,0.00000021,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,202,FSI,4,Breakfast Foods - Shelf Stable,1,Food,2,.40 - .75,2,.40 - .75,93.25,91,0.00000481,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,9,"Crackers, Cookies & Snack Bars",1,Food,3,.76 - 1.00,3,.76 - 1.00,490.00,287,0.00001517,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,202,FSI,2,Coffee & Tea,1,Food,3,.76 - 1.00,3,.76 - 1.00,2.00,1,0.00000005,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,202,FSI,4,Prescription Medications & Devices,1,Food,3,.76 - 1.00,2,.40 - .75,53782.00,31879,0.00168507,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,202,FSI,7,Chips/Pretzels/Popcorn,1,Food,3,.76 - 1.00,2,.40 - .75,8939.00,3219,0.00017015,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,202,FSI,7,Ice Cream & Frozen Yogurt,1,Food,3,.76 - 1.00,1,<.40,1.00,1,0.00000005,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,510,Handout Electronic Checkout,11,Kitchen Items & Appliances,1,Food,3,.76 - 1.00,2,.40 - .75,1.00,1,0.00000005,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,2,Automotive,1,Food,3,.76 - 1.00,2,.40 - .75,42.00,38,0.00000201,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,9,Meat/Poultry/Seafood,1,Food,2,.40 - .75,2,.40 - .75,731.25,1030,0.00005444,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,2,Breakfast Foods,1,Food,2,.40 - .75,2,.40 - .75,3.15,4,0.00000021,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,2,Coffee & Tea,1,Food,4,1.00 +,4,1.00 +,29.57,9,0.00000048,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,4,1.00 +,2,.40 - .75,241.98,97,0.00000513,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,4,Juice,1,Food,3,.76 - 1.00,3,.76 - 1.00,13914.00,8647,0.00045707,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,9,Household Cleaners & Supplies,1,Food,2,.40 - .75,1,<.40,81.75,82,0.00000433,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,2,.40 - .75,12434.00,4282,0.00022634,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,4,"Charcoal, Logs & Accessories",1,Food,1,<.40,1,<.40,0.35,1,0.00000005,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,4,Dough Products,1,Food,4,1.00 +,4,1.00 +,398.00,98,0.00000518,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,11,Heat & Eat - Canned or Packaged,1,Food,2,.40 - .75,2,.40 - .75,316.75,148,0.00000782,201601
